type,layer,length,x1,y1,x2,y2
LINE,S-RBAR,9.4,65889.51472159578,27045.69166506637,65889.51472159578,27055.09622910304
LINE,S-RBAR,9.4,65889.51472159578,27055.09622910304,65880.57044968578,27058.00239921506
LINE,S-RBAR,9.4,65880.57044968578,27058.00239921506,65875.04258564078,27050.3939470847
LINE,S-RBAR,9.4,65875.04258564078,27050.3939470847,65880.57044968578,27042.78549495435
LINE,S-RBAR,49.22,65904.29414246489,26225.3939470847,65904.29414246489,26176.17172486247
LINE,S-RBAR,185.56,65904.29414246489,26168.17172486247,65904.29414246489,25982.61616930692
LINE,S-RBAR,49.22,65904.29414246489,25974.61616930692,65904.29414246489,25925.3939470847
LINE,S-RBAR,49.22,65916.29414246489,26225.3939470847,65916.29414246489,26176.17172486247
LINE,S-RBAR,185.56,65916.29414246489,26168.17172486247,65916.29414246489,25982.61616930692
LINE,S-RBAR,49.22,65916.29414246489,25974.61616930692,65916.29414246489,25925.3939470847
LINE,S-RBAR,49.22,65850.4475604651,26225.3939470847,65850.4475604651,26176.17172486247
LINE,S-RBAR,185.56,65850.4475604651,26168.17172486247,65850.4475604651,25982.61616930692
LINE,S-RBAR,49.22,65850.4475604651,25974.61616930692,65850.4475604651,25925.3939470847
LINE,S-RBAR,49.22,65862.4475604651,26225.3939470847,65862.4475604651,26176.17172486247
LINE,S-RBAR,185.56,65862.4475604651,26168.17172486247,65862.4475604651,25982.61616930692
LINE,S-RBAR,49.22,65862.4475604651,25974.61616930692,65862.4475604651,25925.3939470847
LINE,S-RBAR,420.0,68329.130201694,24630.39394706387,68329.130201694,25050.39394708472
LINE,S-RBAR,420.0,68321.130201694,24630.39394706387,68321.130201694,25050.39394708472
LINE,S-RBAR,8.0,68329.130201694,24630.39394706387,68321.130201694,24630.39394706387
LINE,S-RBAR,420.0,68133.63408887884,24630.39394706387,68133.63408887884,25050.39394708472
LINE,S-RBAR,420.0,68125.63408887885,24630.39394706387,68125.63408887885,25050.39394708472
LINE,S-RBAR,8.0,68133.63408887884,24630.39394706387,68125.63408887885,24630.39394706387
LINE,S-RBAR,420.0,67938.1379760637,24630.39394706387,67938.1379760637,25050.39394708472
LINE,S-RBAR,420.0,67930.1379760637,24630.39394706387,67930.1379760637,25050.39394708472
LINE,S-RBAR,8.0,67938.1379760637,24630.39394706387,67930.1379760637,24630.39394706387
LINE,S-RBAR,420.0,67742.64186324854,24630.39394706387,67742.64186324854,25050.39394708472
LINE,S-RBAR,420.0,67734.64186324854,24630.39394706387,67734.64186324854,25050.39394708472
LINE,S-RBAR,8.0,67742.64186324854,24630.39394706387,67734.64186324854,24630.39394706387
LINE,S-RBAR,420.0,67547.1457504334,24630.39394706387,67547.1457504334,25050.39394708472
LINE,S-RBAR,420.0,67539.1457504334,24630.39394706387,67539.1457504334,25050.39394708472
LINE,S-RBAR,8.0,67547.1457504334,24630.39394706387,67539.1457504334,24630.39394706387
LINE,S-RBAR,420.0,67351.64963761825,24630.39394706387,67351.64963761825,25050.39394708472
LINE,S-RBAR,420.0,67343.64963761825,24630.39394706387,67343.64963761825,25050.39394708472
LINE,S-RBAR,8.0,67351.64963761825,24630.39394706387,67343.64963761825,24630.39394706387
LINE,S-RBAR,420.0,67156.1535248031,24630.39394706387,67156.1535248031,25050.39394708472
LINE,S-RBAR,420.0,67148.1535248031,24630.39394706387,67148.1535248031,25050.39394708472
LINE,S-RBAR,8.0,67156.1535248031,24630.39394706387,67148.1535248031,24630.39394706387
LINE,S-RBAR,420.0,66960.65741198795,24630.39394706387,66960.65741198795,25050.39394708472
LINE,S-RBAR,420.0,66952.65741198795,24630.39394706387,66952.65741198795,25050.39394708472
LINE,S-RBAR,8.0,66960.65741198795,24630.39394706387,66952.65741198795,24630.39394706387
LINE,S-RBAR,420.0,66765.16129917279,24630.39394706387,66765.16129917279,25050.39394708472
LINE,S-RBAR,420.0,66757.16129917279,24630.39394706387,66757.16129917279,25050.39394708472
LINE,S-RBAR,8.0,66765.16129917279,24630.39394706387,66757.16129917279,24630.39394706387
LINE,S-RBAR,420.0,66569.66518635766,24630.39394706387,66569.66518635766,25050.39394708472
LINE,S-RBAR,420.0,66561.66518635766,24630.39394706387,66561.66518635766,25050.39394708472
LINE,S-RBAR,8.0,66569.66518635766,24630.39394706387,66561.66518635766,24630.39394706387
LINE,S-RBAR,420.0,66374.16907354249,24630.39394706387,66374.16907354249,25050.39394708472
LINE,S-RBAR,420.0,66366.16907354249,24630.39394706387,66366.16907354249,25050.39394708472
LINE,S-RBAR,8.0,66374.16907354249,24630.39394706387,66366.16907354249,24630.39394706387
LINE,S-RBAR,420.0,66178.67296072734,24630.39394706387,66178.67296072734,25050.39394708472
LINE,S-RBAR,420.0,66170.67296072734,24630.39394706387,66170.67296072734,25050.39394708472
LINE,S-RBAR,8.0,66178.67296072734,24630.39394706387,66170.67296072734,24630.39394706387
LINE,S-RBAR,420.0,65983.1768479122,24630.39394706387,65983.1768479122,25050.39394708472
LINE,S-RBAR,420.0,65975.1768479122,24630.39394706387,65975.1768479122,25050.39394708472
LINE,S-RBAR,8.0,65983.1768479122,24630.39394706387,65975.1768479122,24630.39394706387
LINE,S-RBAR,420.0,65787.68073509705,24630.39394706387,65787.68073509705,25050.39394708472
LINE,S-RBAR,420.0,65779.68073509705,24630.39394706387,65779.68073509705,25050.39394708472
LINE,S-RBAR,8.0,65787.68073509705,24630.39394706387,65779.68073509705,24630.39394706387
LINE,S-RBAR,420.0,65592.1846222819,24630.39394706387,65592.1846222819,25050.39394708472
LINE,S-RBAR,420.0,65584.1846222819,24630.39394706387,65584.1846222819,25050.39394708472
LINE,S-RBAR,8.0,65592.1846222819,24630.39394706387,65584.1846222819,24630.39394706387
LINE,S-RBAR,420.0,65396.68850946674,24630.39394706387,65396.68850946674,25050.39394708472
LINE,S-RBAR,420.0,65388.68850946675,24630.39394706387,65388.68850946675,25050.39394708472
LINE,S-RBAR,8.0,65396.68850946674,24630.39394706387,65388.68850946675,24630.39394706387
