family_id,insert_id,block_name,base_part_id,variant_name,length,width,height,rotation,insert_x,insert_y,bbox,geometry_signature
F2,103,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,168342.3205482537,-935.9163852730951,"[96048.08794715801, 7148.3001962318285, 96064.08794715801, 7889.958943245528]","[1513.7, 16.0, 741.7, 0.0]"
F5,104,Rebar Bar - Part 878712912-431004-3D Ortho,878712912,431004-3D Ortho,14.39,16.82,7.2,0.0,168013.3690775037,-851.7276450078053,"[96048.08794715813, 7141.105124658498, 96064.90789488638, 7148.30019623183]","[14.4, 16.8, 7.2, 0.0]"
F2,105,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,168649.9115338904,-1014.638324222546,"[96355.67893279473, 7069.578257282378, 96371.67893279473, 7811.237004296077]","[1513.7, 16.0, 741.7, 0.0]"
F5,106,Rebar Bar - Part 878712912-431004-3D Ortho,878712912,431004-3D Ortho,14.39,16.82,7.2,0.0,168320.9600631404,-930.449583957256,"[96355.67893279482, 7062.383185709048, 96372.49888052307, 7069.578257282379]","[14.4, 16.8, 7.2, 0.0]"
F2,107,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,169663.1002364703,-313.4361263110153,"[97368.86763537461, 7770.780455193909, 97384.86763537461, 8512.439202207608]","[1513.7, 16.0, 741.7, 0.0]"
F3,108,Rebar Bar - Part 878712912-V49-3D Ortho,878712912,V49-3D Ortho,16.04,16.95,8.04,0.0,164685.4054968528,0.0,"[97367.92098751046, 7762.743263057853, 97384.86752990446, 7770.779549782163]","[16.0, 16.9, 8.0, 0.0]"
F2,109,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,169291.4277954927,-218.3137834137698,"[96997.19519439702, 7865.902798091154, 97013.19519439702, 8607.561545104852]","[1513.7, 16.0, 741.7, 0.0]"
F3,110,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,164685.4054968528,0.0,"[96996.24854653276, 7857.865605955103, 97013.19519439702, 7865.90279809117]","[16.0, 16.9, 8.0, 0.0]"
F2,111,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,168864.2180932772,-108.9777571098925,"[96569.98549218151, 7975.238824395032, 96585.98549218151, 8716.89757140873]","[1513.7, 16.0, 741.7, 0.0]"
F49,112,Rebar Bar - Part 878712912-V51-3D Ortho,878712912,V51-3D Ortho,15.55,16.91,7.72,0.0,164685.4054968528,0.0,"[96569.07606293782, 7967.517624313656, 96585.98549218161, 7975.238824395032]","[15.5, 16.9, 7.7, 0.0]"
F2,113,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,168437.0083910041,0.3582692087984581,"[96142.77578990844, 8084.574850713722, 96158.77578990844, 8826.233597727422]","[1513.7, 16.0, 741.7, 0.0]"
F3,114,Rebar Bar - Part 878712912-V52-3D Ortho,878712912,V52-3D Ortho,16.04,16.95,8.04,0.0,164685.4054968528,0.0,"[96141.82914204414, 8076.537658577668, 96158.77578990841, 8084.574850713754]","[16.0, 16.9, 8.0, 0.0]"
F2,115,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,168009.7986887308,109.6942955274851,"[95715.56608763513, 8193.91087703241, 95731.56608763513, 8935.569624046107]","[1513.7, 16.0, 741.7, 0.0]"
F3,116,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,163403.776390091,328.0080789412592,"[95714.61943977089, 8185.873684896372, 95731.56608763515, 8193.910877032438]","[16.0, 16.9, 8.0, 0.0]"
F2,117,Rebar Bar - Part 3681399347-V53-3D Ortho,3681399347,V53-3D Ortho,1513.69,16.0,741.66,0.0,164685.4054968528,0.0,"[95343.89364665767, 8289.033219929597, 95359.89364665769, 9030.691966943294]","[1513.7, 16.0, 741.7, 0.0]"
F3,118,Rebar Bar - Part 878712912-V54-3D Ortho,878712912,V54-3D Ortho,16.04,16.95,8.04,0.0,164685.4054968528,0.0,"[95342.94699879341, 8280.996027793533, 95359.89364665767, 8289.03321992957]","[16.0, 16.9, 8.0, 0.0]"
F2,119,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,166655.543932528,456.2894989568665,"[94361.31133143233, 8540.50608046179, 94377.31133143233, 9282.16482747549]","[1513.7, 16.0, 741.7, 0.0]"
F3,120,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,162049.5216338882,674.60328237066,"[94360.36468356808, 8532.468888325773, 94377.31133143234, 8540.506080461839]","[16.0, 16.9, 8.0, 0.0]"
F2,121,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,166390.6739171151,524.0778352753574,"[94096.44131601944, 8608.294416780282, 94112.44131601944, 9349.95316379398]","[1513.7, 16.0, 741.7, 0.0]"
F3,122,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,161784.6516184752,742.3916186891511,"[94095.49466815511, 8600.257224644263, 94112.44131601937, 8608.294416780329]","[16.0, 16.9, 8.0, 0.0]"
F2,123,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,165963.4642148418,633.4138615940485,"[93669.23161374613, 8717.630443098973, 93685.23161374613, 9459.289190112671]","[1513.7, 16.0, 741.7, 0.0]"
F3,124,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,161357.441916202,851.7276450078442,"[93668.28496588189, 8709.593250962957, 93685.23161374615, 8717.630443099022]","[16.0, 16.9, 8.0, 0.0]"
F2,125,Rebar Bar - Part 3681399347-V44-3D Ortho,3681399347,V44-3D Ortho,1513.69,16.0,741.66,0.0,165698.5941994328,701.2021979115174,"[93404.36159833711, 8785.41877941644, 93420.36159833711, 9527.077526430141]","[1513.7, 16.0, 741.7, 0.0]"
F3,126,Rebar Bar - Part 878712912-V50-3D Ortho,878712912,V50-3D Ortho,16.04,16.95,8.04,0.0,161092.571900793,919.5159813253282,"[93403.4149504729, 8777.38158728044, 93420.36159833716, 8785.418779416506]","[16.0, 16.9, 8.0, 0.0]"
